"Notes"	"2013 CBSA"	"2013 CBSA Code"	"ICD 113 Groups"	"ICD 113 Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Columbus, OH"	"18140"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	10	1996809	0.500799025 (Unreliable)
	"Columbus, OH"	"18140"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	29	2020144	1.435541229
	"Columbus, OH"	"18140"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	19	2041520	0.930679102 (Unreliable)
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	404155	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	403280	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	11	402647	2.731921509 (Unreliable)
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	405692	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	406915	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	411936	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	416308	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	419530	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	420407	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	423168	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	427262	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	428185	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	431010	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	436817	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	443126	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	448106	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	452735	Suppressed
	"Corpus Christi, TX"	"18580"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	454726	Suppressed
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	67	5101405	1.313363671
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	57	5204126	1.095284780
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	62	5376413	1.153185218
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	66	5482944	1.203732885
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	70	5575785	1.255428608
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	63	5666333	1.111830173
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	72	5776543	1.246420220
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	42	5942755	0.706742916
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	69	6081907	1.134512580
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	47	6211115	0.756707934
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	61	6341740	0.961881124
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	41	6426214	0.638011744
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	51	6571576	0.776069546
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	65	6704080	0.969558836
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	63	6813055	0.924695309
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	66	6945274	0.950286483
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	82	7089888	1.156576803
	"Dallas-Fort Worth-Arlington, TX"	"19100"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	59	7233323	0.815669368
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	376678	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	376019	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	374561	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	373740	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	372975	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	11	372740	2.951118742 (Unreliable)
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	372876	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	373762	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	375121	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	376467	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	378108	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	379690	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	381119	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	10	382828	2.612139133 (Unreliable)
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	384024	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	383972	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	383426	Suppressed
	"Davenport-Moline-Rock Island, IA-IL"	"19340"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	382268	Suppressed
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	12	808010	1.485130135 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	805816	Suppressed
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	804479	Suppressed
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	13	804286	1.616340456 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	11	804926	1.366585251 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	805930	Suppressed
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	11	804766	1.366856950 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	13	803498	1.617925620 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	801852	Suppressed
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	15	800209	1.874510284 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	13	798895	1.627247636 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	10	799232	1.251201153 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	10	801312	1.247953357 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	17	802216	2.119130010 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	12	801308	1.497551503 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	800746	Suppressed
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	10	799800	1.250312578 (Unreliable)
	"Dayton, OH"	"19380"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	800683	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	17	486692	3.492968859 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	493175	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	505047	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	12	516153	2.324892038 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	529021	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	546232	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	563305	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	579087	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	589451	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	590912	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	14	589388	2.375345273 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	14	590289	2.371719615 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	11	591935	1.858312146 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	595884	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	601295	Suppressed
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	10	610384	1.638312931 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	12	623378	1.924995749 (Unreliable)
	"Deltona-Daytona Beach-Ormond Beach, FL"	"19660"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	637674	Suppressed
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	39	2118555	1.840877390
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	31	2157756	1.436677734
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	26	2218232	1.172104631
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	35	2243202	1.560269650
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	26	2284876	1.137917331
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	21	2304818	0.911134849
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	20	2332749	0.857357564
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	19	2374194	0.800271587 (Unreliable)
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	24	2418686	0.992274317
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	23	2463971	0.933452545
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	27	2509417	1.075947122
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	19	2543482	0.747007449 (Unreliable)
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	21	2600899	0.807413129
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	25	2647830	0.944169376
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	31	2698125	1.148946027
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	18	2752433	0.653966872 (Unreliable)
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	22	2808816	0.783248173
	"Denver-Aurora-Lakewood, CO"	"19740"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	23	2853077	0.806147188
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	475924	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	481394	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	489761	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	496276	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	503406	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	511257	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	521578	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	532738	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	543590	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	553644	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	562601	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	569633	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	580851	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	589499	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	600073	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	611900	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	622580	Suppressed
	"Des Moines-West Des Moines, IA"	"19780"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	634725	Suppressed
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	80	4447649	1.798703090
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	91	4452557	2.043769457
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	87	4461855	1.949861661
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	83	4456433	1.862476110
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	61	4453371	1.369748894
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	58	4445887	1.304576567
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	66	4431048	1.489489620
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	56	4409697	1.269928523
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	70	4377116	1.599226523
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	51	4339504	1.175249522
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	55	4311728	1.275590668
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	59	4296250	1.373290660
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	56	4287293	1.306185512
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	55	4293573	1.280984392
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	57	4295413	1.326996962
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	56	4299512	1.302473397
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	64	4297538	1.489224761
	"Detroit-Warren-Dearborn, MI"	"19820"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	55	4297617	1.279779003
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	10	274682	3.640573463 (Unreliable)
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	275486	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	13	276946	4.694055881 (Unreliable)
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	10	276852	3.612038201 (Unreliable)
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	277209	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	277087	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	276682	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	276710	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	277209	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	278561	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	279465	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	279771	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	279775	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	279468	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	279708	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	279917	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	279381	Suppressed
	"Duluth, MN-WI"	"20260"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	279227	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	420226	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	426493	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	435229	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	441780	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	446402	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	451323	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	458287	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	12	468238	2.562799260 (Unreliable)
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	478699	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	489919	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	499753	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	504357	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	515990	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	525158	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	533470	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	542595	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	551237	Suppressed
	"Durham-Chapel Hill, NC"	"20500"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	11	559535	1.965918128 (Unreliable)
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	678720	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	682966	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	692568	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	699844	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	708545	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	720997	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	731511	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	748254	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	759040	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	773304	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	790182	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	11	804123	1.367949928 (Unreliable)
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	822888	Suppressed
	"El Paso, TX"	"21340"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	834204	Suppressed
