"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Month"	"Month Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Large Fringe Metro"	"2"	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Chronic lower respiratory diseases"	"J40-J47"	47	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"May, 2008"	"2008/05"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Chronic lower respiratory diseases"	"J40-J47"	47	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Chronic lower respiratory diseases"	"J40-J47"	43	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Chronic lower respiratory diseases"	"J40-J47"	38	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Chronic lower respiratory diseases"	"J40-J47"	75	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"May, 2009"	"2009/05"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"May, 2010"	"2010/05"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Chronic lower respiratory diseases"	"J40-J47"	43	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Chronic lower respiratory diseases"	"J40-J47"	80	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"May, 2011"	"2011/05"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Chronic lower respiratory diseases"	"J40-J47"	42	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Chronic lower respiratory diseases"	"J40-J47"	70	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Chronic lower respiratory diseases"	"J40-J47"	82	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"May, 2003"	"2003/05"	"Chronic lower respiratory diseases"	"J40-J47"	82	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Chronic lower respiratory diseases"	"J40-J47"	91	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Chronic lower respiratory diseases"	"J40-J47"	84	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Chronic lower respiratory diseases"	"J40-J47"	67	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"May, 2004"	"2004/05"	"Chronic lower respiratory diseases"	"J40-J47"	73	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Chronic lower respiratory diseases"	"J40-J47"	36	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Chronic lower respiratory diseases"	"J40-J47"	75	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Chronic lower respiratory diseases"	"J40-J47"	70	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Chronic lower respiratory diseases"	"J40-J47"	79	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Chronic lower respiratory diseases"	"J40-J47"	93	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Chronic lower respiratory diseases"	"J40-J47"	67	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"May, 2005"	"2005/05"	"Chronic lower respiratory diseases"	"J40-J47"	70	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Chronic lower respiratory diseases"	"J40-J47"	74	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Chronic lower respiratory diseases"	"J40-J47"	89	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Chronic lower respiratory diseases"	"J40-J47"	71	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"May, 2006"	"2006/05"	"Chronic lower respiratory diseases"	"J40-J47"	71	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Chronic lower respiratory diseases"	"J40-J47"	44	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"May, 2007"	"2007/05"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Chronic lower respiratory diseases"	"J40-J47"	67	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Chronic lower respiratory diseases"	"J40-J47"	69	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Chronic lower respiratory diseases"	"J40-J47"	78	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"May, 2008"	"2008/05"	"Chronic lower respiratory diseases"	"J40-J47"	70	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Chronic lower respiratory diseases"	"J40-J47"	43	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"May, 2009"	"2009/05"	"Chronic lower respiratory diseases"	"J40-J47"	64	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Chronic lower respiratory diseases"	"J40-J47"	33	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Chronic lower respiratory diseases"	"J40-J47"	44	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"May, 2010"	"2010/05"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Chronic lower respiratory diseases"	"J40-J47"	33	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Chronic lower respiratory diseases"	"J40-J47"	84	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Chronic lower respiratory diseases"	"J40-J47"	69	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"May, 2011"	"2011/05"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Chronic lower respiratory diseases"	"J40-J47"	44	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Chronic lower respiratory diseases"	"J40-J47"	33	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Chronic lower respiratory diseases"	"J40-J47"	28	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Chronic lower respiratory diseases"	"J40-J47"	45	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Chronic lower respiratory diseases"	"J40-J47"	34	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Chronic lower respiratory diseases"	"J40-J47"	30	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"May, 2003"	"2003/05"	"Chronic lower respiratory diseases"	"J40-J47"	40	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Chronic lower respiratory diseases"	"J40-J47"	32	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Chronic lower respiratory diseases"	"J40-J47"	24	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Chronic lower respiratory diseases"	"J40-J47"	20	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Chronic lower respiratory diseases"	"J40-J47"	26	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Chronic lower respiratory diseases"	"J40-J47"	28	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Chronic lower respiratory diseases"	"J40-J47"	31	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Chronic lower respiratory diseases"	"J40-J47"	31	Not Applicable	Not Applicable
	"Small Metro"	"4"	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Chronic lower respiratory diseases"	"J40-J47"	29	Not Applicable	Not Applicable
