"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2006"	"2006"	"May, 2006"	"2006/05"	"Asthma (J45-J46)"	"GR113-085"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Asthma (J45-J46)"	"GR113-085"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Asthma (J45-J46)"	"GR113-085"	26	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"May, 2007"	"2007/05"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Asthma (J45-J46)"	"GR113-085"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Asthma (J45-J46)"	"GR113-085"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Asthma (J45-J46)"	"GR113-085"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Asthma (J45-J46)"	"GR113-085"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Asthma (J45-J46)"	"GR113-085"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"May, 2008"	"2008/05"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Asthma (J45-J46)"	"GR113-085"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Asthma (J45-J46)"	"GR113-085"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Asthma (J45-J46)"	"GR113-085"	23	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"May, 2009"	"2009/05"	"Asthma (J45-J46)"	"GR113-085"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Asthma (J45-J46)"	"GR113-085"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Asthma (J45-J46)"	"GR113-085"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"May, 2010"	"2010/05"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Asthma (J45-J46)"	"GR113-085"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Asthma (J45-J46)"	"GR113-085"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Asthma (J45-J46)"	"GR113-085"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Asthma (J45-J46)"	"GR113-085"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Asthma (J45-J46)"	"GR113-085"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Asthma (J45-J46)"	"GR113-085"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"May, 2011"	"2011/05"	"Asthma (J45-J46)"	"GR113-085"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Asthma (J45-J46)"	"GR113-085"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Asthma (J45-J46)"	"GR113-085"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Asthma (J45-J46)"	"GR113-085"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Asthma (J45-J46)"	"GR113-085"	12	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"May, 2003"	"2003/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"May, 2004"	"2004/05"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Jul., 2004"	"2004/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Aug., 2004"	"2004/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Sep., 2004"	"2004/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Nov., 2004"	"2004/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"Dec., 2004"	"2004/12"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Jan., 2005"	"2005/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Feb., 2005"	"2005/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Mar., 2005"	"2005/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"May, 2005"	"2005/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Nov., 2005"	"2005/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Dec., 2005"	"2005/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Jan., 2006"	"2006/01"	"Asthma (J45-J46)"	"GR113-085"	13	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Feb., 2006"	"2006/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Mar., 2006"	"2006/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"May, 2006"	"2006/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Jul., 2006"	"2006/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Aug., 2006"	"2006/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Nov., 2006"	"2006/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"May, 2007"	"2007/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"May, 2008"	"2008/05"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"May, 2009"	"2009/05"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"May, 2010"	"2010/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"May, 2011"	"2011/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
