"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Month"	"Month Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Large Fringe Metro"	"2"	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Chronic lower respiratory diseases"	"J40-J47"	75	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"May, 2009"	"2009/05"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"May, 2010"	"2010/05"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Chronic lower respiratory diseases"	"J40-J47"	43	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Chronic lower respiratory diseases"	"J40-J47"	80	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"May, 2011"	"2011/05"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Chronic lower respiratory diseases"	"J40-J47"	42	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Chronic lower respiratory diseases"	"J40-J47"	70	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Chronic lower respiratory diseases"	"J40-J47"	64	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"May, 2012"	"2012/05"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"Chronic lower respiratory diseases"	"J40-J47"	80	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Chronic lower respiratory diseases"	"J40-J47"	80	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"May, 2013"	"2013/05"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"Chronic lower respiratory diseases"	"J40-J47"	47	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Nov., 2013"	"2013/11"	"Chronic lower respiratory diseases"	"J40-J47"	64	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2013"	"2013"	"Dec., 2013"	"2013/12"	"Chronic lower respiratory diseases"	"J40-J47"	91	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Chronic lower respiratory diseases"	"J40-J47"	98	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Chronic lower respiratory diseases"	"J40-J47"	70	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"May, 2014"	"2014/05"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"Chronic lower respiratory diseases"	"J40-J47"	64	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"May, 2015"	"2015/05"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"Chronic lower respiratory diseases"	"J40-J47"	47	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Chronic lower respiratory diseases"	"J40-J47"	71	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Chronic lower respiratory diseases"	"J40-J47"	69	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"May, 2016"	"2016/05"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"Chronic lower respiratory diseases"	"J40-J47"	69	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Chronic lower respiratory diseases"	"J40-J47"	77	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Chronic lower respiratory diseases"	"J40-J47"	49	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Chronic lower respiratory diseases"	"J40-J47"	71	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"May, 2017"	"2017/05"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Chronic lower respiratory diseases"	"J40-J47"	50	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Chronic lower respiratory diseases"	"J40-J47"	48	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Chronic lower respiratory diseases"	"J40-J47"	79	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Chronic lower respiratory diseases"	"J40-J47"	67	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Chronic lower respiratory diseases"	"J40-J47"	67	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"May, 2018"	"2018/05"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Chronic lower respiratory diseases"	"J40-J47"	41	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Chronic lower respiratory diseases"	"J40-J47"	56	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Chronic lower respiratory diseases"	"J40-J47"	45	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Chronic lower respiratory diseases"	"J40-J47"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Chronic lower respiratory diseases"	"J40-J47"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Chronic lower respiratory diseases"	"J40-J47"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Chronic lower respiratory diseases"	"J40-J47"	74	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"May, 2019"	"2019/05"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Chronic lower respiratory diseases"	"J40-J47"	78	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Chronic lower respiratory diseases"	"J40-J47"	52	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Chronic lower respiratory diseases"	"J40-J47"	45	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Chronic lower respiratory diseases"	"J40-J47"	58	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Chronic lower respiratory diseases"	"J40-J47"	83	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Jan., 1999"	"1999/01"	"Chronic lower respiratory diseases"	"J40-J47"	80	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Feb., 1999"	"1999/02"	"Chronic lower respiratory diseases"	"J40-J47"	81	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Mar., 1999"	"1999/03"	"Chronic lower respiratory diseases"	"J40-J47"	111	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Apr., 1999"	"1999/04"	"Chronic lower respiratory diseases"	"J40-J47"	72	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"May, 1999"	"1999/05"	"Chronic lower respiratory diseases"	"J40-J47"	84	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Jun., 1999"	"1999/06"	"Chronic lower respiratory diseases"	"J40-J47"	69	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Jul., 1999"	"1999/07"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Aug., 1999"	"1999/08"	"Chronic lower respiratory diseases"	"J40-J47"	46	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Sep., 1999"	"1999/09"	"Chronic lower respiratory diseases"	"J40-J47"	71	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Oct., 1999"	"1999/10"	"Chronic lower respiratory diseases"	"J40-J47"	61	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Nov., 1999"	"1999/11"	"Chronic lower respiratory diseases"	"J40-J47"	59	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"1999"	"1999"	"Dec., 1999"	"1999/12"	"Chronic lower respiratory diseases"	"J40-J47"	87	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Chronic lower respiratory diseases"	"J40-J47"	93	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Chronic lower respiratory diseases"	"J40-J47"	82	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Chronic lower respiratory diseases"	"J40-J47"	76	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"May, 2000"	"2000/05"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"Chronic lower respiratory diseases"	"J40-J47"	57	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"Chronic lower respiratory diseases"	"J40-J47"	63	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Chronic lower respiratory diseases"	"J40-J47"	71	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Chronic lower respiratory diseases"	"J40-J47"	66	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Chronic lower respiratory diseases"	"J40-J47"	89	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Chronic lower respiratory diseases"	"J40-J47"	91	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Chronic lower respiratory diseases"	"J40-J47"	80	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Chronic lower respiratory diseases"	"J40-J47"	64	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"May, 2001"	"2001/05"	"Chronic lower respiratory diseases"	"J40-J47"	68	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Chronic lower respiratory diseases"	"J40-J47"	60	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Chronic lower respiratory diseases"	"J40-J47"	65	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Chronic lower respiratory diseases"	"J40-J47"	53	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Chronic lower respiratory diseases"	"J40-J47"	62	Not Applicable	Not Applicable
