"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Fine Particulate Matter (µg/m³)	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Indiana"	"18"	"Apr, 2010"	"2010/04"	12.682856000	0.400000000	26.500000000	5.974607129
	"Indiana"	"18"	"May, 2010"	"2010/05"	12.048383000	2.300000000	28.200000000	4.716713764
	"Indiana"	"18"	"Jun, 2010"	"2010/06"	14.797381000	2.900000000	45.300000000	6.811848292
	"Indiana"	"18"	"Jul, 2010"	"2010/07"	16.526729000	0.000000000	33.600000000	6.090315756
	"Indiana"	"18"	"Aug, 2010"	"2010/08"	17.190213000	0.800000000	39.900000000	7.340247858
	"Indiana"	"18"	"Sep, 2010"	"2010/09"	11.089094000	0.000000000	25.200000000	4.826156138
	"Indiana"	"18"	"Oct, 2010"	"2010/10"	13.641790000	2.700000000	32.500000000	4.826782580
	"Indiana"	"18"	"Nov, 2010"	"2010/11"	12.565791000	2.600000000	30.500000000	4.313893158
	"Indiana"	"18"	"Dec, 2010"	"2010/12"	13.594319000	3.500000000	34.000000000	4.966918374
	"Indiana"	"18"	"Jan, 2011"	"2011/01"	13.921420000	4.900000000	37.100000000	4.684022070
	"Indiana"	"18"	"Feb, 2011"	"2011/02"	11.300328000	2.200000000	19.700000000	3.304999883
	"Indiana"	"18"	"Mar, 2011"	"2011/03"	12.452703000	0.000000000	29.300000000	5.182533547
	"Indiana"	"18"	"Apr, 2011"	"2011/04"	11.656414000	0.000000000	27.100000000	4.166342411
	"Indiana"	"18"	"May, 2011"	"2011/05"	12.525664000	0.600000000	36.000000000	5.363005327
	"Indiana"	"18"	"Jun, 2011"	"2011/06"	15.469165000	0.000000000	51.900000000	6.355514414
	"Indiana"	"18"	"Jul, 2011"	"2011/07"	17.188708000	6.000000000	36.100000000	5.053290222
	"Indiana"	"18"	"Aug, 2011"	"2011/08"	14.100200000	0.600000000	32.900000000	6.116866414
	"Indiana"	"18"	"Sep, 2011"	"2011/09"	13.527191000	0.500000000	31.800000000	5.169691178
	"Indiana"	"18"	"Oct, 2011"	"2011/10"	12.988029000	5.400000000	26.800000000	4.310742896
	"Indiana"	"18"	"Nov, 2011"	"2011/11"	12.167889000	4.900000000	24.300000000	3.326604371
	"Indiana"	"18"	"Dec, 2011"	"2011/12"	14.818985000	1.900000000	30.000000000	5.159960317
"Total"	"Indiana"	"18"			14.358914000	0.000000000	64.900000000	6.821159582
	"Iowa"	"19"	"Jan, 2003"	"2003/01"	9.646151000	0.000000000	27.300000000	5.020664007
	"Iowa"	"19"	"Feb, 2003"	"2003/02"	12.354246000	0.900000000	41.100000000	6.636600500
	"Iowa"	"19"	"Mar, 2003"	"2003/03"	15.533797000	0.000000000	64.800000000	10.762470355
	"Iowa"	"19"	"Apr, 2003"	"2003/04"	12.099958000	1.300000000	44.400000000	5.617059872
	"Iowa"	"19"	"May, 2003"	"2003/05"	9.851149000	0.000000000	36.900000000	4.761780308
	"Iowa"	"19"	"Jun, 2003"	"2003/06"	10.722008000	0.000000000	27.500000000	5.061516674
	"Iowa"	"19"	"Jul, 2003"	"2003/07"	11.187327000	1.200000000	27.500000000	4.915043353
	"Iowa"	"19"	"Aug, 2003"	"2003/08"	13.335236000	0.000000000	37.500000000	6.482831269
	"Iowa"	"19"	"Sep, 2003"	"2003/09"	9.094387000	0.500000000	47.100000000	7.145587761
	"Iowa"	"19"	"Oct, 2003"	"2003/10"	8.303707000	0.000000000	27.400000000	4.504919777
	"Iowa"	"19"	"Nov, 2003"	"2003/11"	8.908803000	0.000000000	22.300000000	4.594213801
	"Iowa"	"19"	"Dec, 2003"	"2003/12"	10.787212000	0.000000000	32.700000000	6.080113357
	"Iowa"	"19"	"Jan, 2004"	"2004/01"	12.424712000	0.000000000	37.000000000	6.509251415
	"Iowa"	"19"	"Feb, 2004"	"2004/02"	17.955310000	0.000000000	52.400000000	8.275801010
	"Iowa"	"19"	"Mar, 2004"	"2004/03"	9.846623000	0.000000000	42.300000000	4.907162036
	"Iowa"	"19"	"Apr, 2004"	"2004/04"	8.908087000	1.700000000	27.300000000	3.771223589
	"Iowa"	"19"	"May, 2004"	"2004/05"	8.000743000	0.000000000	28.200000000	3.593065760
	"Iowa"	"19"	"Jun, 2004"	"2004/06"	7.238836000	1.300000000	21.500000000	3.275738552
	"Iowa"	"19"	"Jul, 2004"	"2004/07"	11.477024000	0.800000000	54.000000000	5.487379587
	"Iowa"	"19"	"Aug, 2004"	"2004/08"	8.533558000	1.100000000	29.100000000	4.194125253
	"Iowa"	"19"	"Sep, 2004"	"2004/09"	11.382534000	1.200000000	33.600000000	6.651569998
	"Iowa"	"19"	"Oct, 2004"	"2004/10"	9.358744000	0.000000000	35.000000000	5.809641916
	"Iowa"	"19"	"Nov, 2004"	"2004/11"	9.717359000	0.700000000	26.800000000	4.526554948
	"Iowa"	"19"	"Dec, 2004"	"2004/12"	10.934339000	0.600000000	40.700000000	6.247110233
	"Iowa"	"19"	"Jan, 2005"	"2005/01"	16.874898000	2.100000000	60.900000000	9.902826194
	"Iowa"	"19"	"Feb, 2005"	"2005/02"	16.367702000	0.000000000	50.100000000	8.831674545
	"Iowa"	"19"	"Mar, 2005"	"2005/03"	11.130569000	0.000000000	28.500000000	5.402758422
	"Iowa"	"19"	"Apr, 2005"	"2005/04"	10.382988000	0.000000000	32.700000000	5.921908137
	"Iowa"	"19"	"May, 2005"	"2005/05"	8.064898000	0.000000000	23.000000000	4.019618961
	"Iowa"	"19"	"Jun, 2005"	"2005/06"	11.962063000	0.700000000	40.800000000	7.577029128
	"Iowa"	"19"	"Jul, 2005"	"2005/07"	13.106050000	1.300000000	32.200000000	5.874451818
	"Iowa"	"19"	"Aug, 2005"	"2005/08"	12.011554000	1.500000000	41.600000000	6.643508199
	"Iowa"	"19"	"Sep, 2005"	"2005/09"	12.651598000	0.300000000	45.500000000	8.327950914
	"Iowa"	"19"	"Oct, 2005"	"2005/10"	9.121213000	0.000000000	24.300000000	4.596233260
	"Iowa"	"19"	"Nov, 2005"	"2005/11"	7.770703000	0.300000000	27.900000000	4.199026290
	"Iowa"	"19"	"Dec, 2005"	"2005/12"	13.052997000	0.000000000	38.500000000	6.941313866
	"Iowa"	"19"	"Jan, 2006"	"2006/01"	10.998981000	1.300000000	31.300000000	4.153523431
	"Iowa"	"19"	"Feb, 2006"	"2006/02"	8.851055000	0.000000000	28.400000000	3.926532283
	"Iowa"	"19"	"Mar, 2006"	"2006/03"	11.752665000	0.000000000	40.000000000	6.446788527
	"Iowa"	"19"	"Apr, 2006"	"2006/04"	9.434456000	1.100000000	24.400000000	3.499060685
	"Iowa"	"19"	"May, 2006"	"2006/05"	7.448680000	0.200000000	21.600000000	3.214627186
	"Iowa"	"19"	"Jun, 2006"	"2006/06"	10.313308000	0.000000000	27.700000000	4.989882744
	"Iowa"	"19"	"Jul, 2006"	"2006/07"	12.816359000	0.000000000	27.300000000	4.032304882
	"Iowa"	"19"	"Aug, 2006"	"2006/08"	12.672245000	0.000000000	35.400000000	4.818505034
	"Iowa"	"19"	"Sep, 2006"	"2006/09"	7.940102000	0.000000000	30.400000000	4.192600202
	"Iowa"	"19"	"Oct, 2006"	"2006/10"	7.224484000	0.000000000	25.400000000	3.443638981
	"Iowa"	"19"	"Nov, 2006"	"2006/11"	13.603741000	0.500000000	44.700000000	6.266464849
	"Iowa"	"19"	"Dec, 2006"	"2006/12"	9.297727000	0.000000000	31.300000000	4.772453512
	"Iowa"	"19"	"Jan, 2007"	"2007/01"	11.704199000	0.000000000	30.700000000	6.532277443
	"Iowa"	"19"	"Feb, 2007"	"2007/02"	11.770206000	0.000000000	55.000000000	6.684656489
	"Iowa"	"19"	"Mar, 2007"	"2007/03"	14.106378000	0.000000000	51.200000000	8.164359264
	"Iowa"	"19"	"Apr, 2007"	"2007/04"	8.117434000	0.000000000	26.100000000	4.015394828
	"Iowa"	"19"	"May, 2007"	"2007/05"	11.527602000	0.600000000	41.400000000	5.928711308
	"Iowa"	"19"	"Jun, 2007"	"2007/06"	11.721567000	1.300000000	36.700000000	6.698093105
	"Iowa"	"19"	"Jul, 2007"	"2007/07"	12.283937000	0.400000000	32.700000000	4.983889398
	"Iowa"	"19"	"Aug, 2007"	"2007/08"	12.149701000	0.000000000	65.000000000	7.833791852
	"Iowa"	"19"	"Sep, 2007"	"2007/09"	9.694356000	0.000000000	25.600000000	4.988754283
	"Iowa"	"19"	"Oct, 2007"	"2007/10"	7.994502000	1.100000000	24.600000000	4.068409483
	"Iowa"	"19"	"Nov, 2007"	"2007/11"	10.857618000	1.200000000	37.000000000	5.994852851
	"Iowa"	"19"	"Dec, 2007"	"2007/12"	19.884103000	0.000000000	65.000000000	11.082059871
	"Iowa"	"19"	"Jan, 2008"	"2008/01"	12.130508000	0.000000000	49.300000000	6.550688228
	"Iowa"	"19"	"Feb, 2008"	"2008/02"	17.060170000	3.100000000	51.700000000	9.416308894
	"Iowa"	"19"	"Mar, 2008"	"2008/03"	11.505611000	0.000000000	33.700000000	5.377174068
	"Iowa"	"19"	"Apr, 2008"	"2008/04"	9.233607000	0.000000000	27.400000000	4.448668199
	"Iowa"	"19"	"May, 2008"	"2008/05"	7.769801000	1.600000000	25.900000000	3.728261617
	"Iowa"	"19"	"Jun, 2008"	"2008/06"	7.813188000	0.000000000	27.500000000	3.305214993
	"Iowa"	"19"	"Jul, 2008"	"2008/07"	10.610238000	0.000000000	32.000000000	4.691455536
	"Iowa"	"19"	"Aug, 2008"	"2008/08"	10.299396000	0.300000000	26.600000000	4.354048563
	"Iowa"	"19"	"Sep, 2008"	"2008/09"	10.319313000	0.000000000	30.900000000	6.590058017
	"Iowa"	"19"	"Oct, 2008"	"2008/10"	7.608174000	0.000000000	29.300000000	4.331047908
	"Iowa"	"19"	"Nov, 2008"	"2008/11"	9.320732000	0.000000000	23.300000000	4.787969690
	"Iowa"	"19"	"Dec, 2008"	"2008/12"	10.658455000	1.200000000	40.200000000	5.732717982
	"Iowa"	"19"	"Jan, 2009"	"2009/01"	15.838231000	4.600000000	30.800000000	5.287516923
	"Iowa"	"19"	"Feb, 2009"	"2009/02"	10.609526000	0.000000000	27.900000000	5.877592137
	"Iowa"	"19"	"Mar, 2009"	"2009/03"	8.925986000	0.000000000	27.300000000	4.965437755
	"Iowa"	"19"	"Apr, 2009"	"2009/04"	10.482515000	0.000000000	35.200000000	4.868972866
	"Iowa"	"19"	"May, 2009"	"2009/05"	10.461027000	0.000000000	32.700000000	4.144170647
	"Iowa"	"19"	"Jun, 2009"	"2009/06"	11.320887000	0.700000000	43.000000000	6.416032955
	"Iowa"	"19"	"Jul, 2009"	"2009/07"	11.534943000	0.000000000	37.700000000	6.390762398
	"Iowa"	"19"	"Aug, 2009"	"2009/08"	12.304473000	0.000000000	39.000000000	6.685065571
	"Iowa"	"19"	"Sep, 2009"	"2009/09"	14.162644000	0.000000000	41.000000000	7.177204542
	"Iowa"	"19"	"Oct, 2009"	"2009/10"	9.373203000	0.000000000	27.200000000	5.109898684
	"Iowa"	"19"	"Nov, 2009"	"2009/11"	14.591494000	0.500000000	30.500000000	5.203354358
	"Iowa"	"19"	"Dec, 2009"	"2009/12"	16.459236000	0.400000000	51.800000000	9.867709880
	"Iowa"	"19"	"Jan, 2010"	"2010/01"	13.401462000	0.600000000	45.100000000	6.533778875
	"Iowa"	"19"	"Feb, 2010"	"2010/02"	12.030174000	2.000000000	30.000000000	4.572108083
	"Iowa"	"19"	"Mar, 2010"	"2010/03"	10.025820000	0.000000000	29.000000000	5.747858372
	"Iowa"	"19"	"Apr, 2010"	"2010/04"	11.187315000	0.000000000	32.200000000	5.186468201
	"Iowa"	"19"	"May, 2010"	"2010/05"	9.929607000	0.000000000	27.600000000	4.942829447
	"Iowa"	"19"	"Jun, 2010"	"2010/06"	13.017039000	3.800000000	36.800000000	5.175810235
	"Iowa"	"19"	"Jul, 2010"	"2010/07"	12.947273000	0.000000000	29.000000000	5.481597799
	"Iowa"	"19"	"Aug, 2010"	"2010/08"	13.392550000	0.000000000	35.000000000	5.545785964
	"Iowa"	"19"	"Sep, 2010"	"2010/09"	10.383816000	0.000000000	34.500000000	4.719973369
	"Iowa"	"19"	"Oct, 2010"	"2010/10"	9.413196000	0.000000000	23.600000000	4.482961840
	"Iowa"	"19"	"Nov, 2010"	"2010/11"	10.800387000	0.500000000	29.500000000	4.886785808
	"Iowa"	"19"	"Dec, 2010"	"2010/12"	13.629720000	2.100000000	53.400000000	6.547555339
	"Iowa"	"19"	"Jan, 2011"	"2011/01"	13.527679000	4.200000000	28.200000000	4.648357824
	"Iowa"	"19"	"Feb, 2011"	"2011/02"	9.970341000	0.000000000	25.600000000	4.235554492
	"Iowa"	"19"	"Mar, 2011"	"2011/03"	9.678253000	0.000000000	28.500000000	4.944911127
	"Iowa"	"19"	"Apr, 2011"	"2011/04"	9.219801000	0.000000000	23.600000000	4.709731245
	"Iowa"	"19"	"May, 2011"	"2011/05"	8.554561000	0.000000000	26.300000000	4.450470362
	"Iowa"	"19"	"Jun, 2011"	"2011/06"	14.230075000	0.000000000	42.700000000	6.552806538
	"Iowa"	"19"	"Jul, 2011"	"2011/07"	11.729074000	0.100000000	32.500000000	4.080753384
	"Iowa"	"19"	"Aug, 2011"	"2011/08"	9.727211000	0.000000000	39.400000000	5.940077894
	"Iowa"	"19"	"Sep, 2011"	"2011/09"	9.485469000	0.000000000	28.200000000	3.942924396
	"Iowa"	"19"	"Oct, 2011"	"2011/10"	9.923477000	0.000000000	22.800000000	4.357313948
	"Iowa"	"19"	"Nov, 2011"	"2011/11"	10.261161000	0.000000000	21.100000000	3.766696692
	"Iowa"	"19"	"Dec, 2011"	"2011/12"	13.855274000	0.000000000	31.300000000	5.736501349
"Total"	"Iowa"	"19"			11.153056000	0.000000000	65.000000000	6.270137209
	"Kansas"	"20"	"Jan, 2003"	"2003/01"	10.379408000	1.500000000	20.800000000	3.567550815
	"Kansas"	"20"	"Feb, 2003"	"2003/02"	12.122903000	1.900000000	31.800000000	5.450961914
	"Kansas"	"20"	"Mar, 2003"	"2003/03"	11.988808000	0.000000000	40.400000000	6.123427058
	"Kansas"	"20"	"Apr, 2003"	"2003/04"	10.212512000	1.100000000	38.700000000	3.701340030
	"Kansas"	"20"	"May, 2003"	"2003/05"	9.694441000	0.800000000	27.500000000	3.729667703
	"Kansas"	"20"	"Jun, 2003"	"2003/06"	10.357415000	0.500000000	34.200000000	4.165105394
	"Kansas"	"20"	"Jul, 2003"	"2003/07"	10.561881000	0.000000000	22.800000000	3.852441192
	"Kansas"	"20"	"Aug, 2003"	"2003/08"	11.209501000	0.000000000	29.700000000	4.147498363
	"Kansas"	"20"	"Sep, 2003"	"2003/09"	7.699647000	0.000000000	25.800000000	4.469182667
	"Kansas"	"20"	"Oct, 2003"	"2003/10"	8.143523000	0.000000000	26.400000000	3.607953021
	"Kansas"	"20"	"Nov, 2003"	"2003/11"	9.114247000	0.000000000	30.200000000	4.432751048
	"Kansas"	"20"	"Dec, 2003"	"2003/12"	10.477189000	0.500000000	30.800000000	4.517455544
	"Kansas"	"20"	"Jan, 2004"	"2004/01"	14.892573000	0.000000000	58.100000000	6.981043702
	"Kansas"	"20"	"Feb, 2004"	"2004/02"	16.731645000	1.400000000	60.200000000	7.997186700
	"Kansas"	"20"	"Mar, 2004"	"2004/03"	9.196674000	0.000000000	32.900000000	4.626517394
	"Kansas"	"20"	"Apr, 2004"	"2004/04"	9.971118000	0.000000000	29.600000000	3.948730495
	"Kansas"	"20"	"May, 2004"	"2004/05"	7.917293000	1.100000000	17.300000000	2.996926732
	"Kansas"	"20"	"Jun, 2004"	"2004/06"	7.872128000	0.400000000	18.700000000	2.835249817
	"Kansas"	"20"	"Jul, 2004"	"2004/07"	10.023037000	0.500000000	29.100000000	4.234509185
	"Kansas"	"20"	"Aug, 2004"	"2004/08"	8.512853000	0.000000000	18.600000000	3.284861851
	"Kansas"	"20"	"Sep, 2004"	"2004/09"	9.624733000	0.000000000	27.200000000	4.571645720
	"Kansas"	"20"	"Oct, 2004"	"2004/10"	7.673410000	0.100000000	26.300000000	3.637539585
	"Kansas"	"20"	"Nov, 2004"	"2004/11"	7.827170000	0.700000000	21.900000000	3.087610123
	"Kansas"	"20"	"Dec, 2004"	"2004/12"	9.562135000	0.000000000	31.400000000	4.288088715
	"Kansas"	"20"	"Jan, 2005"	"2005/01"	15.127232000	0.000000000	44.100000000	6.255853274
	"Kansas"	"20"	"Feb, 2005"	"2005/02"	13.184120000	0.000000000	33.600000000	5.265713958
	"Kansas"	"20"	"Mar, 2005"	"2005/03"	10.460721000	0.000000000	50.300000000	5.179737084
	"Kansas"	"20"	"Apr, 2005"	"2005/04"	9.460355000	0.900000000	23.000000000	4.076240840
	"Kansas"	"20"	"May, 2005"	"2005/05"	8.516649000	0.000000000	17.800000000	3.109227792
	"Kansas"	"20"	"Jun, 2005"	"2005/06"	12.161574000	0.000000000	31.300000000	6.266514906
	"Kansas"	"20"	"Jul, 2005"	"2005/07"	11.792434000	1.500000000	34.900000000	5.537769298
	"Kansas"	"20"	"Aug, 2005"	"2005/08"	10.342141000	0.000000000	33.500000000	4.585578105
	"Kansas"	"20"	"Sep, 2005"	"2005/09"	11.967614000	0.000000000	41.800000000	5.994592907
	"Kansas"	"20"	"Oct, 2005"	"2005/10"	9.191796000	0.000000000	21.000000000	3.411630594
	"Kansas"	"20"	"Nov, 2005"	"2005/11"	7.717347000	2.000000000	17.800000000	2.788611543
	"Kansas"	"20"	"Dec, 2005"	"2005/12"	11.393037000	0.900000000	36.500000000	4.981682838
	"Kansas"	"20"	"Jan, 2006"	"2006/01"	9.183397000	1.900000000	24.300000000	3.385229991
	"Kansas"	"20"	"Feb, 2006"	"2006/02"	9.411327000	0.500000000	23.900000000	3.581986361
	"Kansas"	"20"	"Mar, 2006"	"2006/03"	10.972809000	0.000000000	40.400000000	4.309870243
	"Kansas"	"20"	"Apr, 2006"	"2006/04"	8.910986000	0.100000000	19.000000000	2.666085777
	"Kansas"	"20"	"May, 2006"	"2006/05"	8.424523000	0.000000000	24.000000000	2.911658406
	"Kansas"	"20"	"Jun, 2006"	"2006/06"	10.657940000	1.000000000	29.300000000	3.674363649
	"Kansas"	"20"	"Jul, 2006"	"2006/07"	11.230985000	0.700000000	26.800000000	4.080670828
	"Kansas"	"20"	"Aug, 2006"	"2006/08"	9.567868000	0.000000000	22.100000000	2.772940467
	"Kansas"	"20"	"Sep, 2006"	"2006/09"	8.077637000	0.000000000	37.000000000	4.571404955
	"Kansas"	"20"	"Oct, 2006"	"2006/10"	7.246186000	0.000000000	28.600000000	3.166667273
	"Kansas"	"20"	"Nov, 2006"	"2006/11"	10.466394000	0.000000000	26.500000000	3.783484031
	"Kansas"	"20"	"Dec, 2006"	"2006/12"	10.337616000	0.000000000	32.900000000	3.982276319
	"Kansas"	"20"	"Jan, 2007"	"2007/01"	12.293256000	0.000000000	30.300000000	5.252460256
	"Kansas"	"20"	"Feb, 2007"	"2007/02"	13.436919000	1.400000000	65.000000000	7.502538168
	"Kansas"	"20"	"Mar, 2007"	"2007/03"	10.679411000	0.000000000	37.300000000	5.039163993
	"Kansas"	"20"	"Apr, 2007"	"2007/04"	8.493572000	0.000000000	22.400000000	3.474766706
	"Kansas"	"20"	"May, 2007"	"2007/05"	9.424955000	0.000000000	27.600000000	3.440184290
	"Kansas"	"20"	"Jun, 2007"	"2007/06"	10.086380000	1.500000000	30.200000000	4.200318201
	"Kansas"	"20"	"Jul, 2007"	"2007/07"	11.464669000	0.000000000	28.300000000	4.615511386
	"Kansas"	"20"	"Aug, 2007"	"2007/08"	10.404830000	0.000000000	30.100000000	4.934132375
	"Kansas"	"20"	"Sep, 2007"	"2007/09"	9.650414000	0.500000000	24.300000000	4.206333289
	"Kansas"	"20"	"Oct, 2007"	"2007/10"	7.800603000	0.000000000	23.100000000	3.519581807
	"Kansas"	"20"	"Nov, 2007"	"2007/11"	10.159027000	2.900000000	20.500000000	3.213823096
	"Kansas"	"20"	"Dec, 2007"	"2007/12"	15.239550000	0.000000000	48.400000000	6.834246600
	"Kansas"	"20"	"Jan, 2008"	"2008/01"	9.697980000	1.500000000	25.100000000	3.297583127
	"Kansas"	"20"	"Feb, 2008"	"2008/02"	11.781790000	1.100000000	30.100000000	5.082533067
	"Kansas"	"20"	"Mar, 2008"	"2008/03"	10.311292000	2.100000000	33.500000000	3.751025828
	"Kansas"	"20"	"Apr, 2008"	"2008/04"	8.582234000	0.000000000	18.800000000	3.658814516
	"Kansas"	"20"	"May, 2008"	"2008/05"	8.771164000	1.000000000	19.300000000	3.066977178
	"Kansas"	"20"	"Jun, 2008"	"2008/06"	8.034453000	0.000000000	27.400000000	3.524572561
	"Kansas"	"20"	"Jul, 2008"	"2008/07"	11.277189000	0.000000000	27.800000000	4.327723317
	"Kansas"	"20"	"Aug, 2008"	"2008/08"	12.081917000	1.000000000	57.600000000	6.314027323
	"Kansas"	"20"	"Sep, 2008"	"2008/09"	10.232386000	0.000000000	25.700000000	5.019786847
	"Kansas"	"20"	"Oct, 2008"	"2008/10"	8.377774000	0.600000000	24.900000000	3.934631912
	"Kansas"	"20"	"Nov, 2008"	"2008/11"	8.565151000	0.000000000	23.700000000	4.420999489
	"Kansas"	"20"	"Dec, 2008"	"2008/12"	8.488707000	0.000000000	22.200000000	4.351225027
	"Kansas"	"20"	"Jan, 2009"	"2009/01"	14.492441000	3.100000000	34.600000000	4.840185893
	"Kansas"	"20"	"Feb, 2009"	"2009/02"	10.315196000	0.000000000	27.200000000	4.598002545
	"Kansas"	"20"	"Mar, 2009"	"2009/03"	9.642845000	0.000000000	26.000000000	4.433971445
	"Kansas"	"20"	"Apr, 2009"	"2009/04"	9.929300000	0.000000000	23.900000000	3.955933831
	"Kansas"	"20"	"May, 2009"	"2009/05"	9.739330000	0.000000000	20.300000000	3.938493469
	"Kansas"	"20"	"Jun, 2009"	"2009/06"	11.996811000	1.400000000	36.000000000	5.613996554
	"Kansas"	"20"	"Jul, 2009"	"2009/07"	11.288227000	0.000000000	34.100000000	6.150352965
	"Kansas"	"20"	"Aug, 2009"	"2009/08"	11.236014000	0.000000000	28.700000000	5.568597787
	"Kansas"	"20"	"Sep, 2009"	"2009/09"	13.433642000	0.000000000	43.600000000	6.877462169
	"Kansas"	"20"	"Oct, 2009"	"2009/10"	8.450576000	0.000000000	28.800000000	4.913941615
	"Kansas"	"20"	"Nov, 2009"	"2009/11"	15.062032000	1.600000000	41.800000000	5.998249288
	"Kansas"	"20"	"Dec, 2009"	"2009/12"	15.184756000	0.000000000	54.100000000	8.558993852
	"Kansas"	"20"	"Jan, 2010"	"2010/01"	12.372766000	0.800000000	28.400000000	5.247358378
	"Kansas"	"20"	"Feb, 2010"	"2010/02"	10.980939000	1.200000000	22.200000000	3.633362586
	"Kansas"	"20"	"Mar, 2010"	"2010/03"	9.697759000	0.000000000	25.700000000	4.915358393
	"Kansas"	"20"	"Apr, 2010"	"2010/04"	10.969112000	0.000000000	24.300000000	4.711026960
	"Kansas"	"20"	"May, 2010"	"2010/05"	9.779628000	0.000000000	21.100000000	4.698433776
	"Kansas"	"20"	"Jun, 2010"	"2010/06"	12.141672000	2.200000000	27.600000000	3.687519576
	"Kansas"	"20"	"Jul, 2010"	"2010/07"	11.227027000	0.000000000	24.500000000	4.597305319
	"Kansas"	"20"	"Aug, 2010"	"2010/08"	10.897070000	0.000000000	34.200000000	4.159072042
	"Kansas"	"20"	"Sep, 2010"	"2010/09"	9.568596000	0.000000000	21.800000000	3.970315228
	"Kansas"	"20"	"Oct, 2010"	"2010/10"	10.004434000	0.300000000	25.100000000	5.007451484
	"Kansas"	"20"	"Nov, 2010"	"2010/11"	10.600037000	0.000000000	29.000000000	5.233514539
	"Kansas"	"20"	"Dec, 2010"	"2010/12"	13.320643000	2.600000000	41.800000000	5.074843242
	"Kansas"	"20"	"Jan, 2011"	"2011/01"	14.381082000	4.700000000	31.600000000	5.143811300
	"Kansas"	"20"	"Feb, 2011"	"2011/02"	9.915416000	2.200000000	20.900000000	3.156027899
	"Kansas"	"20"	"Mar, 2011"	"2011/03"	10.730930000	0.800000000	23.900000000	3.654760989
	"Kansas"	"20"	"Apr, 2011"	"2011/04"	8.482993000	0.000000000	19.700000000	3.822523726
	"Kansas"	"20"	"May, 2011"	"2011/05"	9.508196000	0.600000000	20.900000000	3.862105757
	"Kansas"	"20"	"Jun, 2011"	"2011/06"	15.345951000	0.000000000	65.000000000	8.211592116
	"Kansas"	"20"	"Jul, 2011"	"2011/07"	11.389713000	0.000000000	35.200000000	5.481701397
	"Kansas"	"20"	"Aug, 2011"	"2011/08"	10.078819000	0.000000000	30.100000000	5.189872234
	"Kansas"	"20"	"Sep, 2011"	"2011/09"	8.689135000	0.000000000	23.500000000	4.252377255
	"Kansas"	"20"	"Oct, 2011"	"2011/10"	9.351692000	0.000000000	21.200000000	4.154165641
	"Kansas"	"20"	"Nov, 2011"	"2011/11"	8.825933000	0.000000000	18.900000000	3.288062263
	"Kansas"	"20"	"Dec, 2011"	"2011/12"	13.312181000	0.000000000	40.500000000	5.767525550
"Total"	"Kansas"	"20"			10.507026000	0.000000000	65.000000000	5.075450987
	"Kentucky"	"21"	"Jan, 2003"	"2003/01"	13.181662000	4.300000000	28.700000000	4.827488967
	"Kentucky"	"21"	"Feb, 2003"	"2003/02"	13.947493000	3.800000000	44.900000000	5.192048973
	"Kentucky"	"21"	"Mar, 2003"	"2003/03"	14.903880000	3.600000000	35.600000000	6.547227474
	"Kentucky"	"21"	"Apr, 2003"	"2003/04"	14.265758000	3.700000000	36.800000000	4.779063290
	"Kentucky"	"21"	"May, 2003"	"2003/05"	13.379619000	0.000000000	29.100000000	4.589945423
	"Kentucky"	"21"	"Jun, 2003"	"2003/06"	17.157777000	3.200000000	40.000000000	7.417374588
	"Kentucky"	"21"	"Jul, 2003"	"2003/07"	18.850000000	4.600000000	40.300000000	6.077403666
	"Kentucky"	"21"	"Aug, 2003"	"2003/08"	22.392764000	4.400000000	44.800000000	7.444229557
	"Kentucky"	"21"	"Sep, 2003"	"2003/09"	16.514533000	1.600000000	51.500000000	8.203301621
	"Kentucky"	"21"	"Oct, 2003"	"2003/10"	13.123815000	0.000000000	26.400000000	4.254138586
	"Kentucky"	"21"	"Nov, 2003"	"2003/11"	12.451685000	2.300000000	31.600000000	5.079258599
	"Kentucky"	"21"	"Dec, 2003"	"2003/12"	10.479069000	1.100000000	22.000000000	3.514554692
	"Kentucky"	"21"	"Jan, 2004"	"2004/01"	11.217351000	3.000000000	26.400000000	3.655457054
	"Kentucky"	"21"	"Feb, 2004"	"2004/02"	15.573178000	5.500000000	29.100000000	4.322858829
	"Kentucky"	"21"	"Mar, 2004"	"2004/03"	11.869127000	4.400000000	33.100000000	4.130611096
	"Kentucky"	"21"	"Apr, 2004"	"2004/04"	12.444790000	2.300000000	43.000000000	5.105901551
	"Kentucky"	"21"	"May, 2004"	"2004/05"	13.258479000	2.200000000	27.700000000	3.914398005
	"Kentucky"	"21"	"Jun, 2004"	"2004/06"	15.539377000	5.700000000	35.500000000	5.924675110
	"Kentucky"	"21"	"Jul, 2004"	"2004/07"	18.617996000	4.500000000	49.500000000	7.105315253
	"Kentucky"	"21"	"Aug, 2004"	"2004/08"	17.784150000	1.500000000	38.800000000	7.332862638
	"Kentucky"	"21"	"Sep, 2004"	"2004/09"	17.472653000	3.500000000	46.200000000	7.700672501
	"Kentucky"	"21"	"Oct, 2004"	"2004/10"	14.010884000	2.100000000	32.100000000	5.966662671
	"Kentucky"	"21"	"Nov, 2004"	"2004/11"	10.358822000	0.700000000	27.400000000	4.349036282
